"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0666666666666667
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.133333333333333
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0666666666666667
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0666666666666667
"8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
"9",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.133333333333333
"10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.133333333333333
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0666666666666667
"19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0666666666666667
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
"25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
